t,count,max,p50,p95,p99,mean_rate,action,run_amount,pod_grp,db_type
1682342555,3531,28.169588,1.314348,9.713171,13.861351,3491.286425,read,500k,1,m
1682342556,7047,24.062841,1.002179,9.692231,16.009962,3508.647745,read,500k,1,m
1682342557,10929,21.885856,1.373316,8.927887,14.19469,3632.577402,read,500k,1,m
1682342558,14082,18.70701,1.047177,10.749997,15.365139,3513.610004,read,500k,1,m
1682342559,17185,23.476638,0.936714,11.511651,17.800157,3431.186086,read,500k,1,m
1682342560,20381,21.966028,0.921548,10.8036,15.242037,3392.094703,read,500k,1,m
1682342561,23754,22.507934,0.865985,10.138141,14.871855,3388.861687,read,500k,1,m
1682342562,27420,37.132253,0.871752,9.483679,15.977655,3424.137576,read,500k,1,m
1682342563,30815,23.576433,0.992538,9.436678,15.331924,3420.870731,read,500k,1,m
1682342564,34046,23.34438,1.081963,9.957647,16.827464,3401.954249,read,500k,1,m
1682342565,37581,20.121423,0.935919,10.518579,12.843625,3413.354853,read,500k,1,m
1682342566,41358,22.18274,1.064386,9.636267,13.298703,3444.321763,read,500k,1,m
1682342567,44956,20.828331,0.983153,9.443789,14.176039,3456.057699,read,500k,1,m
1682342568,48798,18.718657,0.849668,9.636687,14.385577,3483.717579,read,500k,1,m
1682342569,52383,19.999642,0.811279,9.61818,14.865416,3489.465928,read,500k,1,m
1682342570,55475,20.558172,0.833552,12.050294,16.010881,3465.395759,read,500k,1,m
1682342571,59449,17.799458,0.912337,9.32954,13.323099,3495.00178,read,500k,1,m
1682342572,63109,19.767108,0.86233,10.723122,15.379589,3504.598142,read,500k,1,m
1682342573,66492,20.160713,0.980802,10.126294,14.456616,3498.293504,read,500k,1,m
1682342574,69666,23.170685,0.865466,11.16632,17.861467,3482.109597,read,500k,1,m
1682342575,72600,20.06182,1.029785,11.557534,15.857126,3455.973113,read,500k,1,m
1682342576,76007,17.225552,1.044154,9.745094,15.276468,3453.733299,read,500k,1,m
1682342577,79614,25.482646,0.893974,9.221042,15.306103,3460.406753,read,500k,1,m
1682342578,82995,21.018687,0.855542,11.196647,15.474831,3457.093621,read,500k,1,m
1682342579,86383,23.972893,0.86237,10.272394,14.229295,3454.321815,read,500k,1,m
1682342580,89932,19.925708,0.876219,9.500311,14.964506,3457.962424,read,500k,1,m
1682342581,93321,20.756369,0.967889,11.050118,14.529355,3455.407852,read,500k,1,m
1682342582,97272,23.434984,0.896211,10.525291,13.466079,3473.053942,read,500k,1,m
1682342583,100354,20.942757,1.007909,10.736736,15.972488,3459.628676,read,500k,1,m
1682342584,103754,23.534126,0.904094,10.52265,16.017261,3457.639746,read,500k,1,m
1682342585,107120,22.727745,0.876674,11.036972,15.965748,3454.679386,read,500k,1,m
1682342586,110557,19.830706,0.874158,10.866858,15.977263,3454.1293,read,500k,1,m
1682342587,114049,22.723331,0.807528,11.273982,15.251004,3455.268932,read,500k,1,m
1682342588,117334,23.848293,0.964065,10.354128,15.563769,3450.27511,read,500k,1,m
1682342589,120493,21.715925,1.080543,10.753983,15.18566,3441.946614,read,500k,1,m
1682342590,123895,23.599001,0.957406,11.14688,15.548796,3440.841871,read,500k,1,m
1682342591,127365,20.668106,0.891601,9.071155,15.147049,3441.628981,read,500k,1,m
1682342592,130656,19.708534,0.980447,10.790496,15.223306,3437.673053,read,500k,1,m
1682342593,134300,22.448484,0.885997,10.216635,12.911615,3442.998863,read,500k,1,m
1682342594,137568,20.06936,0.879373,10.335272,15.934642,3438.568259,read,500k,1,m
1682342595,141121,19.982532,0.791984,10.640472,15.287707,3441.368035,read,500k,1,m
1682342596,144297,20.239228,0.775536,11.31746,16.613601,3435.059514,read,500k,1,m
1682342597,147062,20.727731,0.825439,12.011863,16.091241,3419.480313,read,500k,1,m
1682342598,150045,22.208257,0.788936,11.574499,16.101453,3409.568288,read,500k,1,m
1682342599,152973,24.083159,0.748461,11.536316,16.872931,3398.869482,read,500k,1,m
1682342600,155957,21.513412,0.767952,10.857524,16.387931,3389.853402,read,500k,1,m
1682342601,158525,23.994886,0.787153,12.149276,19.290317,3372.375877,read,500k,1,m
1682342602,161811,23.347027,0.823899,10.499482,15.609625,3370.565255,read,500k,1,m
1682342603,164775,23.691686,0.747562,11.187856,15.961137,3362.271588,read,500k,1,m
