t,count,max,p50,p95,p99,mean_rate,action,run_amount,pod_grp,db_type
1682364406,4299,31.153683,1.247424,7.982876,11.549696,4238.331384,write,10k,3,m
1682364407,8438,24.34712,0.939567,9.919741,13.155373,4200.046379,write,10k,3,m
1682364411,3220,24.814444,1.321807,11.379649,16.260212,3177.216104,write,10k,3,m
1682364412,6706,23.923283,0.960912,9.981973,15.275787,3338.599701,write,10k,3,m
1682364418,3526,33.336401,1.306697,10.720169,18.053143,3487.578725,write,10k,3,m
1682364419,7372,19.95407,0.914704,10.432975,16.267966,3670.110594,write,10k,3,m
1682364423,3775,34.366975,1.340962,8.713071,13.577048,3725.182391,write,10k,3,m
1682364424,7384,24.101549,0.924093,11.379403,15.143371,3672.695071,write,10k,3,m
1682364438,3621,33.481188,1.344964,9.778383,16.664223,3578.890536,write,10k,3,m
1682364439,7458,19.619614,0.984756,8.964372,12.306238,3713.230812,write,10k,3,m
1682364442,3102,38.729108,1.397962,11.146254,17.560494,3066.813431,write,10k,3,m
1682364443,6716,21.377277,0.914038,11.141691,17.139978,3346.082359,write,10k,3,m
1682364449,3996,37.186182,1.250782,9.346893,12.825886,3946.487969,write,10k,3,m
1682364450,8002,23.810305,0.984693,10.346044,15.56047,3983.62049,write,10k,3,m
1682364469,3197,30.858149,1.367401,9.975948,18.386341,3156.300795,write,10k,3,m
1682364470,6984,23.623564,0.941011,10.368348,15.31062,3478.371747,write,10k,3,m
1682364478,4020,23.852773,1.334114,8.160004,13.214369,3957.100896,write,10k,3,m
1682364479,7759,22.840951,0.985736,11.09785,15.62515,3861.812657,write,10k,3,m
1682364488,3252,42.581671,1.553326,9.39818,15.651157,3206.657639,write,10k,3,m
1682364489,7444,23.993373,1.139663,8.616476,14.836249,3706.813682,write,10k,3,m
