t,count,max,p50,p95,p99,mean_rate,action,run_amount,pod_grp,db_type
1682359365,74112,21.361234,0.880317,10.794326,16.07447,3527.816849,write,100k,3,m
1682359366,77223,24.110423,0.807792,11.96902,17.91647,3508.086366,write,100k,3,m
1682359367,81241,23.341689,0.808176,10.486245,13.704813,3531.030007,write,100k,3,m
1682359368,84910,21.802033,0.83218,10.451091,13.274322,3536.783238,write,100k,3,m
1682359369,88433,22.345275,0.876364,11.167792,14.935546,3536.232977,write,100k,3,m
1682359370,91611,24.053596,0.888145,11.145689,15.666968,3522.479113,write,100k,3,m
1682359371,95143,20.971417,0.827176,11.328489,16.049496,3522.821199,write,100k,3,m
1682359372,98658,24.036945,0.827941,11.043024,17.78444,3522.550432,write,100k,3,m
1682359421,3890,24.219278,1.228131,8.702251,13.145649,3842.821447,write,100k,3,m
1682359422,7723,17.445283,0.975535,9.153036,13.616695,3846.145484,write,100k,3,m
1682359423,12121,16.610383,1.026146,8.407536,12.191246,4029.362912,write,100k,3,m
1682359424,15530,23.738303,0.802009,11.463546,19.16012,3872.991371,write,100k,3,m
1682359425,19077,23.442827,0.746541,10.681622,15.255178,3808.663522,write,100k,3,m
1682359426,22631,21.233685,0.768485,11.083897,16.105521,3766.698001,write,100k,3,m
1682359427,25881,20.294948,0.810597,10.945818,16.486242,3693.045614,write,100k,3,m
1682359428,29100,23.845013,0.826721,11.121777,15.717002,3633.735338,write,100k,3,m
1682359429,32363,23.902264,0.87388,11.059104,14.529847,3592.814638,write,100k,3,m
1682359430,35500,20.137004,0.772654,11.914833,16.012418,3547.146898,write,100k,3,m
1682359431,38517,19.976588,0.824314,11.958799,17.172464,3499.072178,write,100k,3,m
1682359432,42020,23.601272,0.823818,10.428944,15.375002,3499.382736,write,100k,3,m
1682359433,45102,23.539361,0.854825,11.954881,17.437152,3467.441902,write,100k,3,m
1682359434,47824,21.530942,0.855701,12.154146,16.747098,3414.216502,write,100k,3,m
1682359435,51352,20.938453,0.77113,11.280375,15.506387,3421.707013,write,100k,3,m
1682359436,54308,20.214709,0.833932,11.580032,15.579979,3392.66087,write,100k,3,m
1682359437,57423,23.336805,0.742647,11.498918,16.780983,3376.269085,write,100k,3,m
1682359438,60742,23.564793,0.747513,11.215223,15.532327,3373.129074,write,100k,3,m
1682359439,63856,22.948634,0.772219,11.151624,15.492235,3359.422128,write,100k,3,m
1682359440,66645,22.009098,0.84528,11.722257,17.489362,3330.954938,write,100k,3,m
1682359441,69753,22.023095,0.826321,11.95412,15.964363,3320.442517,write,100k,3,m
1682359442,72704,22.768421,0.891332,11.296823,16.04706,3303.61706,write,100k,3,m
1682359443,75891,22.390012,0.853539,11.753855,15.64452,3298.537475,write,100k,3,m
1682359444,79311,19.531783,0.757473,10.68606,14.697345,3303.600094,write,100k,3,m
1682359445,82497,22.31456,0.837992,11.560314,16.03602,3298.888548,write,100k,3,m
1682359446,85639,23.492888,0.80983,11.353515,17.44927,3292.858306,write,100k,3,m
1682359447,88700,22.671781,0.84099,11.208633,16.006888,3284.277703,write,100k,3,m
1682359448,92152,20.046667,0.783018,10.91807,15.240541,3290.253599,write,100k,3,m
1682359449,95207,21.414319,0.835346,11.386783,16.071301,3282.157311,write,100k,3,m
1682359450,98106,24.051586,0.847528,11.283208,16.314007,3269.401029,write,100k,3,m
1682359464,3326,52.920646,1.272372,11.379866,16.427579,3286.293607,write,100k,3,m
1682359465,7433,29.38691,0.944671,8.77115,12.549048,3700.494141,write,100k,3,m
1682359466,11649,21.437197,1.137772,8.876796,12.034803,3871.635638,write,100k,3,m
1682359467,14501,24.211093,0.907546,12.210258,16.952058,3617.041137,write,100k,3,m
1682359468,17727,22.406632,0.782359,11.002792,16.860019,3539.188091,write,100k,3,m
1682359469,21079,20.015571,0.771029,11.922011,15.38395,3508.281248,write,100k,3,m
