time,errs,avgt,avgl,p50l,p95l,p99l,maxl,type
2023-04-25T06:12:19.025544519Z,0,9852.9,9947.9,1.0,1.8,2.8,6.0,read
2023-04-25T06:12:20.025523783Z,0,10041.2,9994.5,1.0,1.8,2.5,7.1,read
2023-04-25T06:12:21.025598686Z,0,9572.3,9853.8,1.0,2.0,3.4,8.9,read
2023-04-25T06:12:22.02549573Z,0,9344.0,9726.4,1.0,2.2,3.4,10.0,read
2023-04-25T06:12:23.02572417Z,0,9476.8,9676.4,1.0,2.0,2.8,5.2,read
2023-04-25T06:12:24.025493442Z,0,9418.2,9633.4,1.0,2.0,3.1,6.6,read
2023-04-25T06:12:25.025536697Z,0,9941.6,9677.5,1.0,1.8,2.5,6.0,read
2023-04-25T06:12:26.025581505Z,0,9640.6,9672.8,1.0,2.0,3.0,8.9,read
2023-04-25T06:12:27.025495972Z,0,9752.8,9681.7,1.0,1.8,2.6,6.8,read
2023-04-25T06:12:28.02555433Z,0,9315.5,9645.1,1.0,2.0,2.8,8.9,read
2023-04-25T06:12:29.025471286Z,0,9807.8,9659.9,1.0,1.8,2.8,6.0,read
2023-04-25T06:12:30.025497104Z,0,9886.7,9678.8,1.0,1.8,2.8,7.6,read
2023-04-25T06:12:31.025617345Z,0,9246.9,9645.6,1.0,2.0,3.9,11.5,read
2023-04-25T06:12:32.025513729Z,0,9915.0,9664.8,1.0,1.9,2.9,6.0,read
2023-04-25T06:12:33.025497871Z,0,10060.2,9691.2,1.0,1.8,2.5,8.9,read
2023-04-25T06:12:34.025516502Z,0,9973.8,9708.8,1.0,1.8,2.5,5.8,read
2023-04-25T06:12:35.025605223Z,0,9854.1,9717.4,1.0,1.8,2.8,6.6,read
2023-04-25T06:12:36.025520419Z,0,9937.8,9729.6,1.0,1.8,2.6,6.6,read
2023-04-25T06:12:37.025605516Z,0,10005.1,9744.1,1.0,1.8,2.8,8.9,read
2023-04-25T06:12:38.025532388Z,0,9548.7,9734.4,1.0,1.9,2.8,7.1,read
2023-04-25T06:12:39.025622325Z,0,9911.1,9742.8,1.0,1.8,2.8,6.6,read
2023-04-25T06:12:40.025523595Z,0,9935.0,9751.5,1.0,1.8,2.8,6.6,read
2023-04-25T06:12:41.02559317Z,0,8941.4,9716.3,1.0,2.1,4.7,26.2,read
2023-04-25T06:12:42.025714809Z,0,9780.8,9719.0,1.0,1.8,2.8,13.6,read
2023-04-25T06:12:43.025559607Z,0,9885.5,9725.6,1.0,1.8,2.5,6.3,read
2023-04-25T06:12:44.025514099Z,0,9679.4,9723.9,1.0,1.9,3.0,10.5,read
2023-04-25T06:12:45.025903793Z,0,10067.1,9736.7,1.0,1.8,2.5,6.8,read
2023-04-25T06:12:46.025562359Z,0,9987.4,9745.5,1.0,1.8,2.6,8.1,read
2023-04-25T06:12:47.025718565Z,0,9979.4,9753.6,1.0,1.8,2.6,8.9,read
2023-04-25T06:12:48.025572838Z,0,9489.4,9744.8,1.0,2.0,2.9,6.3,read
2023-04-25T06:12:49.025467167Z,0,9923.0,9750.5,1.0,1.8,2.8,5.5,read
2023-04-25T06:12:50.025598925Z,0,10110.7,9761.8,1.0,1.8,2.6,5.8,read
2023-04-25T06:12:51.025545749Z,0,9511.5,9754.2,1.0,2.0,3.1,7.6,read
2023-04-25T06:12:52.025548005Z,0,9959.0,9760.2,1.0,1.8,2.8,31.5,read
2023-04-25T06:12:53.025554003Z,0,9701.9,9758.6,1.0,1.8,3.0,7.1,read
2023-04-25T06:12:54.025582156Z,0,9930.7,9763.4,1.0,1.8,2.9,6.0,read
2023-04-25T06:12:55.02547788Z,0,9954.0,9768.5,1.0,1.8,2.9,6.8,read
2023-04-25T06:12:56.025488765Z,0,9995.9,9774.5,1.0,1.8,2.6,7.3,read
2023-04-25T06:12:57.025492551Z,0,9801.0,9775.2,1.0,1.8,2.6,6.6,read
2023-04-25T06:12:58.025468873Z,0,9432.2,9766.6,1.0,2.0,2.9,5.5,read
2023-04-25T06:12:59.025587607Z,0,9855.8,9768.8,1.0,1.8,2.5,5.5,read
2023-04-25T06:13:00.02553168Z,0,10054.6,9775.6,1.0,1.8,2.6,7.3,read
2023-04-25T06:13:01.025503524Z,0,9337.3,9765.4,1.0,2.0,3.7,15.7,read
2023-04-25T06:13:02.025522379Z,0,9660.8,9763.0,1.0,2.0,3.1,9.4,read
2023-04-25T06:13:03.025517246Z,0,9721.1,9762.1,1.0,1.9,2.8,6.3,read
2023-04-25T06:13:04.025532467Z,0,9671.9,9760.1,1.0,1.9,2.8,5.8,read
2023-04-25T06:13:05.025519667Z,0,9834.1,9761.7,1.0,1.8,2.8,6.8,read
2023-04-25T06:13:06.025564832Z,0,9745.6,9761.4,1.0,1.8,2.9,5.8,read
2023-04-25T06:13:07.0254769Z,0,10031.9,9766.9,1.0,1.8,2.8,7.6,read
2023-04-25T06:13:08.025527136Z,0,9420.5,9759.9,1.0,1.9,2.5,5.5,read
2023-04-25T06:13:09.025631427Z,0,10041.0,9765.5,1.0,1.8,2.4,7.1,read
2023-04-25T06:13:14.137682893Z,0,10284.9,10364.1,1.0,1.6,2.9,5.8,read
2023-04-25T06:13:15.137437868Z,0,10437.6,10400.7,1.0,1.6,2.5,6.8,read
2023-04-25T06:13:16.137444292Z,0,10666.9,10489.4,1.0,1.6,2.0,6.0,read
2023-04-25T06:13:17.137486128Z,0,10453.6,10480.5,1.0,1.6,2.6,7.1,read
2023-04-25T06:13:18.137495885Z,0,9886.9,10361.8,1.0,1.8,2.9,6.3,read
2023-04-25T06:13:19.137409217Z,0,10753.9,10427.1,1.0,1.6,2.2,6.8,read
2023-04-25T06:13:20.137476874Z,0,10610.3,10453.3,1.0,1.6,2.4,5.5,read
2023-04-25T06:13:21.137477545Z,0,9778.0,10368.9,1.0,1.8,3.1,17.8,read
2023-04-25T06:13:22.137491176Z,0,10336.9,10365.3,1.0,1.7,2.6,9.4,read
2023-04-25T06:13:23.137473379Z,0,10418.2,10370.6,1.0,1.6,2.4,8.1,read
2023-04-25T06:13:24.137421695Z,0,10512.5,10383.5,1.0,1.6,2.0,4.1,read
2023-04-25T06:13:25.137557459Z,0,10578.6,10399.8,1.0,1.6,2.4,6.0,read
2023-04-25T06:13:26.137459928Z,0,10266.0,10389.5,1.0,1.7,2.4,5.8,read
2023-04-25T06:13:27.137539632Z,0,10400.2,10390.3,1.0,1.6,2.5,10.5,read
2023-04-25T06:13:28.137428425Z,0,9988.1,10363.4,1.0,1.7,2.8,7.9,read
2023-04-25T06:13:29.137503591Z,0,10392.2,10365.2,1.0,1.6,2.9,7.6,read
2023-04-25T06:13:30.137519469Z,0,10557.8,10376.6,1.0,1.6,2.5,7.6,read
2023-04-25T06:13:31.137581809Z,0,10023.4,10356.9,1.0,1.8,3.3,11.5,read
2023-04-25T06:13:32.13747706Z,0,10555.1,10367.4,1.0,1.6,2.5,8.9,read
2023-04-25T06:13:33.137534676Z,0,11025.4,10400.3,0.9,1.5,2.0,6.6,read
2023-04-25T06:13:34.137562316Z,0,10323.7,10396.6,1.0,1.6,2.5,5.8,read
2023-04-25T06:13:35.137480794Z,0,10551.9,10403.7,1.0,1.6,2.4,6.0,read
2023-04-25T06:13:36.137507995Z,0,10349.7,10401.3,1.0,1.6,2.4,5.2,read
2023-04-25T06:13:37.137445982Z,0,10431.6,10402.6,1.0,1.6,2.5,5.8,read
2023-04-25T06:13:38.137411806Z,0,9597.3,10370.4,1.0,1.8,2.9,6.3,read
2023-04-25T06:13:39.137585285Z,0,10833.1,10388.2,1.0,1.5,1.9,5.2,read
2023-04-25T06:13:40.137434171Z,0,10365.6,10387.4,1.0,1.6,2.4,6.3,read
2023-04-25T06:13:41.137434057Z,0,9915.0,10370.5,1.0,1.8,3.1,16.8,read
2023-04-25T06:13:42.137480574Z,0,10204.5,10364.8,1.0,1.7,2.6,32.5,read
2023-04-25T06:13:43.137566417Z,0,10479.1,10368.6,1.0,1.6,2.5,5.2,read
2023-04-25T06:13:44.137544299Z,0,10459.2,10371.5,1.0,1.6,2.4,6.0,read
2023-04-25T06:13:45.137677836Z,0,10506.6,10375.7,1.0,1.6,2.2,6.6,read
2023-04-25T06:13:46.137694134Z,0,10739.8,10386.7,1.0,1.6,2.0,4.1,read
2023-04-25T06:13:47.137447597Z,0,9947.5,10373.8,1.0,1.8,2.6,5.0,read
2023-04-25T06:13:48.137428801Z,0,10313.2,10372.1,1.0,1.6,2.4,6.0,read
2023-04-25T06:13:49.137476891Z,0,10578.5,10377.8,1.0,1.6,2.2,5.2,read
2023-04-25T06:13:50.137429265Z,0,10689.5,10386.3,1.0,1.6,2.4,5.5,read
2023-04-25T06:13:51.137441261Z,0,9460.9,10361.9,1.0,1.8,3.4,23.1,read
